"61.192.761/0001-87";"MASSA FALIDA INDUSTRIA E COMERCIO P BLUMENTHAL SA";;"2.435.333,32"
"23.401.920/0001-17";"MASSA FALIDA DA AP MOTOS COMERCIO IMPORTACAO E EXPORTACAO LTDA";;"2.431.635,73"
"07.439.665/0001-45";"FUTURO BRILHANTE SUPERMERCADOS EIRELI MASSA FALIDA";"BRILHANTE SUPERMERCADOS";"2.421.153,76"
"02.253.205/0001-04";"MASSA FALIDA DE REDCOM DO BRASIL LTDA";;"2.416.544,33"
"11.145.446/0001-20";"EDIFICARE INCORPORACOES LTDA  MASSA FALIDA";;"2.410.925,92"
"05.304.711/0001-73";"CONSTRUTORA MINAS BAHIA LTDA MASSA FALIDA";;"2.405.380,52"
"65.729.048/0001-80";"MASSA FALIDA DE TEMA ARTEFATOS DE METAIS LTDA";;"2.395.944,16"
"03.684.418/0001-53";"AGRO SHOPPING 2000 LTDA  MASSA FALIDA";;"2.387.449,07"
"21.880.661/0001-29";"MASSA FALIDA DA CERAMICA CMC LTDA";;"2.386.504,32"
"00.777.223/0001-60";"MASSA FALIDA CASA AGROPECUARIA COMERCIO DE PRODUTOS AGROPECUARIOS LTDA";"CASA AGROPECUARIA";"2.385.585,14"
"37.330.966/0001-05";"MASSA FALIDA  NUTRIBRASIL REPRESENTACOES DE PROD. AGROPECUARIOS LTDA";"NUTRIBRASIL";"2.382.537,76"
"03.836.409/0001-30";"MASSA FALIDA DE JBS TRANSPORTES E LOCACAO DE EQUIPAMENTOS JUNDIAI LTDA";"JBS TRANSPORTES";"2.380.933,45"
"03.768.659/0001-80";"LP INDUSTRIA E COMERCIO DE TINTAS LTDA  MASSA FALIDA";;"2.376.922,85"
"59.286.633/0009-08";"MASSA FALIDA DE EQUIPAMENTOS INDUSTRIAIS JEAN LIEUTAUD LTDA";;"2.375.157,32"
"61.582.540/0001-15";"MASSA FALIDA DE CERAMICA CALIFORNIA";;"2.374.745,61"
"01.495.405/0001-00";"MASSA FALIDA DA GONCALVES E SANTOS LTDA";"G. S. SERVICOS";"2.373.930,28"
"01.163.557/0002-97";"MASSA FALIDA DA QUELPS COMERCIO DISTRIBUICAO E REPRESENTACAO LTDA";;"2.366.885,10"
"21.334.974/0001-81";"MASSA FALIDA UNIAUTO ADMINISTRADORA DE CONSORCIOS LTDA";;"2.361.105,49"
"60.847.514/0006-13";"MASSA FALIDA DE MECANICA CONTINENTAL SA EQUIPAMENTOS INDUSTRIAIS";;"2.358.336,65"
"05.084.951/0001-00";"J & ASSESSORIA GASTRONOMICA LTDA  MASSA FALIDA";;"2.344.650,16"
"66.721.010/0001-24";"SIDERACO INDUSTRIA E COMERCIO DE PRODUTOS SIDERURGICOS LTDA. MASSA FALIDA";"SIDERACO";"2.323.396,29"
"02.120.102/0001-76";"COMPUTERS SUPERSTORE TECNOLOGIA SA  MASSA FALIDA";"COMPUTERS";"2.315.776,76"
"06.251.213/0001-72";"MASSA FALIDA COMERCIO ATACADISTA DE ALIMENTOS VARZEA GRANDE LTDA";;"2.313.922,69"
"65.277.634/0001-31";"MASSA FALIDA DE FERVAL PEDRAS DECORATIVAS LTDA";;"2.313.492,05"
"89.091.433/0001-03";"MASSA FALIDA DE MOVEIS MARIENE LTDA";"TRANSPORTADORA ENZWEILER";"2.304.346,20"
"05.487.834/0001-97";"MASSA FALIDA ITAHUM COMERCIO TRANSPORTE E EXPORTACAO LTDA";"ITAHUM";"2.286.448,03"
"91.372.896/0001-95";"MASSA FALIDA PAULO ENDRES E CIA LTDA";;"2.283.857,12"
"61.780.391/0001-07";"MASSA FALIDA DO LAVRA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.";"LAVRA";"2.275.123,43"
"71.900.765/0001-26";"MASSA FALIDA DE IRMAOS ISHIMOTO LTDA.";"SUPERMERCADO GUAIO";"2.264.058,94"
"89.432.926/0001-60";"MASSA FALIDA DO BANCO SIBISA SA";;"2.225.022,00"
"92.783.273/0001-78";"HERRMANN TUDO PARA CONSTRUCOES LTDA  MASSA FALIDA";;"2.223.820,54"
"97.662.225/0001-45";"MASSA FALIDA DE MOMBELLI & CIA LTDA";;"2.210.133,61"
"08.117.025/0001-81";"MASSA FALIDA DE SWISSBRAS BH PLASTICOS E COMERCIO LTDA";;"2.207.670,92"
"75.524.231/0001-01";"MASSA FALIDA DE MOVEIS CONFORTO DO PARANA IMPORTACAO E EXPORTACAO LTDA";;"2.205.301,43"
"49.594.237/0001-37";"MASSA FALIDA DE INDUSTRIA DE REFRIGERANTES SAO BENTO LTDA";"REFRIGERANTES SAO BENTO";"2.204.087,72"
"91.971.408/0001-66";"MASSA FALIDA SICREL METALURGICA LTDA";;"2.203.740,64"
"17.266.529/0005-88";"MASSA FALIDA DE UNISA UNIAO INDUSTRIAL DE BORRACHA S.A.";"UNISA";"2.182.741,27"
"90.036.427/0002-13";"ALDEAMARE S A  MASSA FALIDA";"ALDEMARE SA";"2.178.016,06"
"76.759.364/0001-11";"BELPAR DISTRIBUIDORA DE COSMETICOS LTDA MASSA FALIDA";;"2.169.313,18"
"92.613.710/0001-05";"ALMIRO PAZE & CIA LTDA  MASSA FALIDA";;"2.161.732,94"
"94.917.911/0001-21";"DISCOTECA RICORDI COMERCIO DE DISCOS E FITAS LTDA  MASSA FALIDA";;"2.148.622,02"
"05.208.138/0001-02";"BOM DIA COMERCIO IMPORTACAO E EXPORTACAO LTDA  MASSA FALIDA";"BOM DIA DISTRIBUIDORA.";"2.144.928,22"
"87.131.363/0001-44";"FR EMPREENDIMENTOS CULTURAIS LTDA  MASSA FALIDA";"PATINHO FEIO";"2.142.284,16"
"88.166.475/0001-01";"BCL CONSTRUCOES LTDA  MASSA FALIDA";;"2.132.914,18"
"09.469.904/0001-35";"MASSA FALIDA DE PGM ALIMENTOS EIRELI";"PARRILLA DIAMOND";"2.116.917,20"
"08.887.742/0001-92";"MASSA FALIDA DE MAURILIO VIEL";;"2.115.252,50"
"10.395.435/0001-36";"MASSA FALIDA DE J & A GENEROS ALIMENTICIOS EIRELI";"VALADARES SUPERMERCADOS";"2.112.786,90"
"92.886.621/0001-32";"MASSA FALIDA METALURGICA MARIMON LTDA";;"2.104.026,50"
"97.002.836/0001-67";"CENTRO CLINICO PATER LTDA  MASSA FALIDA";;"2.084.631,67"
"25.711.045/0001-03";"MASSA FALIDA DE D ART MOVEIS INDUSTRIA E COMERCIO LTDA";;"2.084.216,79"
"90.057.613/0001-58";"MERCOFRIO COMERCIO E TRANSPORTES LTDA  MASSA FALIDA";;"2.077.115,53"
"07.199.273/0001-56";"MASSA FALIDA DA PLASTIC FORM INDUSTRIA DE PLASTICO LTDA";;"2.075.856,13"
"23.762.297/0003-90";"SIDERURGICA ITAPEVA LTDA  MASSA FALIDA";;"2.061.287,33"
"33.282.724/0001-24";"MASSA FALIDA ROLTRAN DIST DE EMBALAGEM DE PAPEL FERRAG E REPRES LTDA";;"2.059.687,00"
"09.236.701/0001-07";"BETTIO SERVICE COMERCIO DE MANUFATURADOS EIRELI MASSA FALIDA";;"2.054.247,19"
"02.545.151/0001-50";"NOV ITALIA MOVEIS E ESTOFADOS LTDA. MASSA FALIDA";"NOVITALIA ESTOFADOS";"2.052.871,74"
"41.053.109/0003-36";"GUARDIOES VIGILANCIA LTDA  MASSA FALIDA";;"2.051.816,49"
"26.048.355/0001-44";"MASSA FALIDA DA AUTOBET AUTO BETIM LTDA";;"2.051.538,46"
"10.536.058/0001-08";"MASSA FALIDA DE ABSOLUTO COMERCIO E INSTALACAO DE MOVEIS LTDA.";"GRUPO ABSOLUTO";"2.051.027,93"
"89.857.585/0001-74";"TRANSPORTADORA COLORADO SUL LTDA  MASSA FALIDA";"TRANSPORTADORA COLORADO";"2.048.456,90"
"92.809.433/0001-00";"HOSPITAL DE REUMATOLOGIA S A MASSA FALIDA";"CENTRO HOSPITALAR";"2.047.841,87"
"00.221.671/0001-82";"FARMOGRAL FARMACIA DE MANIPULACOES LTDA MASSA FALIDA";"FARMOGRAL";"2.045.564,88"
"01.451.952/0001-94";"CICLOSUL INDUSTRIA DE RESINAS LTDA  MASSA FALIDA";"CICLOSUL";"2.040.437,47"
"02.862.283/0001-06";"MOACIR ALVES DE ALMEIDA INDUSTRIA DE CALCADOS EIRELI MASSA FALIDA";;"2.037.383,75"
"03.524.767/0001-08";"MASSA FALIDA DE KARRENA TECNICAS DO REFRATARIO LTDA";;"2.031.201,73"
"90.724.311/0001-96";"LITOGRAFIA SERRANA SA MASSA FALIDA";;"2.026.655,25"
"59.277.640/0002-77";"TRATEC INDUSTRIA E COMERCIO LTDA MASSA FALIDA";;"2.022.768,78"
"03.813.275/0001-32";"MASSA FALIDA DA HS DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA";"HS DISTRIBUIDORA";"2.021.441,68"
"98.038.771/0025-40";"TRANSPORTADORA TRESMAIENSE LTDA  MASSA FALIDA";;"2.020.200,48"
"08.842.585/0002-80";"MASSA FALIDA PNEUS TEIXEIRA INDUSTRIA E COMERCIO LTDA";;"2.015.610,64"
"21.508.841/0001-84";"MASSA FALIDA DE GRAFICA PRATA LTDA";;"2.008.872,83"
"61.611.828/0001-70";"MASSA FALIDA DA REFORJET LTDA";"REFORJET";"1.996.276,59"
"65.332.843/0001-30";"MASSA FALIDA DE SABOR DA GENTE COMERCIAL LTDA";;"1.978.905,80"
"10.941.664/0001-09";"SERVICO DE ASSISTENCIA MEDICA EMPRESARIAL LTDA  MASSA FALIDA";"SAME";"1.975.026,54"
"33.405.036/0001-04";"MASSA FALIDA DE METROX INDUSTRIA METALURGICA LTDA";;"1.969.990,08"
"18.272.633/0001-14";"MASSA FALIDA DE SAUDE QUALITY LTDA";"SAUDE QUALITY";"1.959.397,69"
"22.781.348/0001-04";"MASSA FALIDA DE JAPERSIL COMERCIO E INDUSTRIA LTDA";"JAPERSIL";"1.955.943,34"
"17.162.025/0001-94";"MASSA FALIDA DE O CLASSICO JOIAS LTDA";;"1.940.259,76"
"33.170.440/0001-46";"MASSA FALIDA PORCELANA D PEDRO 11 SA";"PORCELANA D PEDRO 11 S A";"1.937.881,66"
"01.556.141/0078-37";"MASSA FALIDA  ENCOL SA ENGENHARIA COMERCIO E INDUSTRIA";;"1.936.961,62"
"54.707.914/0001-16";"MASSA FALIDA DE GERAL RECORD EMPREENDIMENTOS LTDA.";;"1.928.933,04"
"68.434.083/0001-60";"MASSA FALIDA DA EBI ENGENHARIA E CONSTRUCOES LTDA";;"1.924.651,11"
"44.385.938/0001-42";"MASSA FALIDA DE CHAMATEX MATERIAIS CONTRA INCENDIO LTDA";;"1.903.481,86"
"56.888.399/0001-43";"MASSA FALIDA UNIVERSAL REPRES E ADMINISTRACAO SC LTDA";"UNIVERSAL";"1.901.848,52"
"10.690.389/0001-06";"J & C GENEROS ALIMENTICIOS EIRELI  MASSA FALIDA";"VALADARES SUPERMERCADOS";"1.895.878,58"
"02.869.564/0001-90";"MASSA FALIDA DE PLASTQUALI INDUSTRIA E COMERCIO DE PLASTICOS";;"1.892.397,63"
"98.038.771/0086-61";"TRANSPORTADORA TRESMAIENSE LTDA  MASSA FALIDA";"TRESMAIENSE";"1.883.966,03"
"52.565.587/0001-80";"MASSA FALIDA DE MEDICAL HEALTH OPERADORA DE PLANOS DE ASSISTENCIA MEDICA E ODONTOLOGICA LTDA";"GOLDEN LIFE SAUDE";"1.880.605,35"
"03.354.616/0001-59";"EXAFAN  SKA DO BRASIL  INDUSTRIA E COMERCIO LTDA  MASSA FALIDA";;"1.877.849,51"
"83.788.943/0001-58";"MASSA FALIDA DE NIENPAL EMPREENDIMENTOS E PARTICIPACOES LTDA";;"1.877.403,36"
"00.771.420/0001-71";"MASSA FALIDA DE PRODUTOS PRIMA LTDA";;"1.867.005,35"
"97.968.119/0001-94";"MASSA FALIDA DE CALCADOS EVERSHOE LTDA";;"1.864.277,48"
"04.650.705/0001-05";"MASSA FALIDA DE LOJA DE MOVEIS 5200 LTDA";;"1.862.839,87"
"00.787.944/0001-50";"MASSA FALIDA AUTO LESTE PECAS E SERVICOS LTDA";;"1.861.518,31"
"68.498.120/0001-02";"MASSA FALIDA DE DST MAQUINAS E EQUIPAMENTOS LTDA";;"1.858.618,99"
"33.293.143/0002-79";"MASSA FALIDA DE USINA QUEIROZ JUNIOR S A INDUSTRIA SIDERURGICA";"USINA ESPERANCA";"1.851.955,26"
"94.685.229/0001-50";"INSTALBRAS MONTAGEM ELETRICA BRASILEIRA LTDA  MASSA FALIDA";"INSTALBRAS";"1.840.521,05"
"00.484.611/0001-52";"MASSA FALIDA DE S F CONSTRUCOES E INCORPORACOES LTDA";;"1.813.476,52"
"02.163.711/0001-02";"DU TECNNOSOPRO IND DE EMBALAGENS LTDA  MASSA FALIDA";"DU TECNNOSOPRO INDUSTRIA DE EMBALAGENS LTDA.";"1.809.232,90"
"00.061.421/0001-22";"METALMO EQUIPAMENTOS E MAQUINAS LTDA  MASSA FALIDA";"METALMO";"1.796.568,88"
"01.043.120/0001-39";"MASSA  FALIDA DE COMERCIAL NOVA ESPERANCA LTDA";;"1.794.931,95"
"01.885.251/0001-63";"ESTOFADOS PORTO BELO LTDA MASSA FALIDA";;"1.783.819,02"
"00.093.746/0004-30";"MASSA FALIDA COMANDO ENGENHARIA INDUSTRIA E COMERCIO LTDA";"COMANDO ENGENHARIA";"1.783.647,95"
"14.474.637/0001-24";"SAO PIO EMPREENDIMENTOS PARTICIPACOES LTDA  MASSA FALIDA";"SAO PIO EMPREENDIMENTOS PARTICIPACOES";"1.783.282,00"
"00.083.641/0001-57";"MASSA FALIDA  DA IMEX CENTER FARMA LTDA";"IMEX CENTER";"1.781.353,35"
"10.921.015/0001-46";"MASSA FALIDA DE GB TECH INDUSTRIA E SERVICOS LTDA ME";"REVEST TECH";"1.775.642,73"
"92.046.952/0001-64";"CHOPERIA E LANCHERIA KAYRU LTDA  MASSA FALIDA";"PANCHOS";"1.773.603,85"
"08.111.190/0001-26";"MASSA FALIDA DE COMERCIO DE ALIMENTOS ABREU & CIA LTDA";"SUPERMERCADO BOM PRECO";"1.766.865,72"
"58.216.631/0001-22";"MASSA FALIDA DE CFM COMERCIO DE FERRAGENS E FERRAMENTAS LTDA";;"1.760.923,18"
"09.629.977/0001-47";"JJR EMPREENDIMENTOS IMOBILIARIOS LTDA  MASSA FALIDA";;"1.754.323,57"
"08.747.649/0001-82";"MASSA FALIDA  MALO  NEGOCIOS GESTAO E CONSULTORIA EMPRESARIAL LTDA.";"MALO CONSULTING";"1.740.645,04"
"15.072.426/0001-28";"TH CONEXOES INDUSTRIA E COMERCIO LTDA  MASSA FALIDA";"TH CONEXOES";"1.740.242,68"
"88.241.849/0001-06";"DONNA INDUSTRIA DE ROUPAS MASSA FALIDA";"DORIS MARINS";"1.730.620,46"
"18.827.410/0001-76";"MASSA FALIDA DE ELDORADO ABRASIVOS E FERRAMENTAS LTDA";;"1.726.100,28"
"08.147.537/0001-90";"MASSA FALIDA DA WR CONSTRUTORA EIRELI";;"1.706.641,94"
"06.790.252/0001-48";"MAIS REPRESENTACAO DE PRODUTOS FARMACEUTICOS LTDA  MASSA FALIDA";"MAIS DISTRIBUIDORA";"1.703.067,31"
"04.789.102/0001-99";"MASSA FALIDA  DE CHOUSA DO BRASIL LTDA";;"1.697.827,06"
"03.638.069/0001-33";"MASSA FALIDA DE MARGATE CONSTRUCOES COMERCIO E EMPREENDIMENTOS LTDA";;"1.697.263,59"
"03.018.646/0001-94";"MASSA FALIDA DE CONDUFONE COM. DE MATERIAIS DE TELEINFORMATICA LTDA";;"1.681.035,15"
"00.835.518/0001-45";"MASSA FALIDA DE HB TERRENUS COMERCIO E PARTICIPACOES  LTDA";;"1.679.910,89"
"84.683.879/0005-37";"MASSA FALIDA DE BUSSCAR ONIBUS S.A.";;"1.668.608,48"
"84.683.879/0013-47";"MASSA FALIDA DE BUSSCAR ONIBUS S.A.";;"1.668.608,48"
"84.683.879/0006-18";"MASSA FALIDA DE BUSSCAR ONIBUS S.A.";"BUSCAR ONIBUS S.A";"1.668.608,48"
"84.683.879/0010-02";"MASSA FALIDA DE BUSSCAR ONIBUS S.A.";;"1.668.608,48"
"84.683.879/0025-80";"MASSA FALIDA DE BUSSCAR ONIBUS S.A.";"TECNOFIBRAS";"1.668.608,48"
"84.683.879/0002-94";"MASSA FALIDA DE BUSSCAR ONIBUS S.A.";;"1.668.608,48"
"84.683.879/0021-57";"MASSA FALIDA DE BUSSCAR ONIBUS S.A.";"BUSSCAR";"1.668.608,48"
"05.152.617/0001-46";"MASSA FALIDA DE LAMBDA PARTICIPACOES E EMPREENDIMENTOS SA.";"LAMBDA";"1.668.608,48"
"84.683.879/0012-66";"MASSA FALIDA DE BUSSCAR ONIBUS S.A.";;"1.668.608,48"
"84.683.879/0014-28";"MASSA FALIDA DE BUSSCAR ONIBUS S.A.";;"1.668.608,48"
"84.683.879/0020-76";"MASSA FALIDA DE BUSSCAR ONIBUS S.A.";;"1.668.608,48"
"41.950.866/0001-40";"MASSA FALIDA DE MASTER CLEAN ASSISTENCIA MEDICA LTDA";;"1.661.527,51"
"05.377.390/0001-37";"MASSA FALIDA DE BAYMINAS DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA";"BAYMINAS DISTRIBUIDORA";"1.657.886,75"
"03.585.083/0001-16";"MASSA FALIDA DE RICAM COMERCIO E INDUSTRIA LTDA";"GTP";"1.644.456,22"
"05.492.718/0001-66";"K2 CONFECCOES INDUSTRIA E COMERCIO LTDA  MASSA FALIDA";"K2 CRIACOES";"1.638.781,76"
"88.947.700/0001-39";"VIMOTOR COMERCIAL DE MOTORES MASSA FALIDA";"VIMOTOR";"1.635.191,87"
"02.118.099/0001-56";"MASSA FALIDA CLINICA SANTA MARIA LTDA";;"1.633.388,45"
"90.276.049/0001-64";"SKYA CONFECCOES EM COURO LTDA  MASSA FALIDA";;"1.630.579,10"
"46.021.408/0001-40";"MASSA FALIDA DE COMERCIAL IKESAKI DE COSMETICOS LTDA";;"1.626.742,31"
"10.815.827/0002-98";"MASSA FALIDA DA CIA IND DO NORDESTE BRASILEIRO";"CENTRAL NOSSA SENHORA DE FATIMA";"1.626.278,50"
"01.556.141/0116-05";"MASSA FALIDA  ENCOL SA ENGENHARIA COMERCIO E INDUSTRIA";;"1.622.529,41"
"72.041.445/0001-20";"HIDROACO COMERCIAL DE TUBO FERRO E ACO LTDA  MASSA FALIDA";"HIDROACO";"1.621.897,62"
"10.570.229/0001-15";"MASSA FALIDA PADRAO AGROINDUSTRIAL LTDA";"PADRAO ARMAZENS GERAIS";"1.612.071,33"
"14.101.500/0001-24";"KIGRAOS AGROMODAL LTDA  MASSA FALIDA";"KIGRAOS";"1.609.372,23"
"44.809.010/0001-48";"M. PINAZZ & CIA LTDA  MASSA FALIDA";;"1.607.761,28"
"15.320.760/0001-53";"MASSA FALIDA DE FORMSTAHL INDUSTRIA METALURGICA LTDA.";;"1.601.357,24"
"04.592.260/0001-54";"MASSA FALIDA DE A. FAU INSTALACOES & REPRESENTACOES LTDA";;"1.590.162,56"
"03.913.265/0001-79";"MASSA FALIDA DE S.P. TELHAS COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA";;"1.579.038,15"
"03.168.635/0001-90";"MASSA FALIDA DE SETLINE ESQUADRIAS E FACHADAS DE ALUMINIO EIRELI";"SETLINE";"1.575.532,82"
"60.869.930/0001-08";"MASSA FALIDA CIA PAULISTA DE PLASTICOS";"HEVEA";"1.573.592,17"
"41.738.832/0001-97";"MASSA FALIDA  DE POCOSPEL LTDA";;"1.570.842,05"
"00.680.047/0001-43";"MASSA FALIDA DE EPROM MANUTENCAO EM EQUIPAMENTOS E PECAS LTDA";"EPROM";"1.570.379,34"
"33.065.657/0001-96";"MASSA FALIDA ITERNA ISOLANTES TER NACIONAIS S A";;"1.561.132,64"
"17.438.773/0001-57";"S5 PARTICIPACOES LTDA  MASSA FALIDA";"S5 PARTICIPACOES";"1.560.139,95"
"17.667.322/0001-91";"EDIMBURGO HOLDING E PARTICIPACOES EIRELI  MASSA FALIDA";;"1.560.139,95"
"16.963.681/0001-23";"SABBIA PARTICIPACOES LTDA.  MASSA FALIDA";;"1.560.139,95"
"98.038.771/0051-31";"TRANSPORTADORA TRESMAIENSE LTDA  MASSA FALIDA";;"1.550.671,52"
"71.341.630/0001-78";"MASSA FALIDA DE CONSTRUTORA PARCAN LTDA";;"1.541.160,39"
"82.614.041/0001-32";"MASSA FALIDA SERPA COMERCIO E IND. DE PESCADOS LTDA";;"1.524.755,11"
"19.822.733/0001-30";"MASSA FALIDA DE PUROSOM DISTRIBUIDORA DE ENTRETENIMENTOS LTDA";"PURO SOM";"1.520.878,30"
"95.195.186/0016-74";"MASSA FALIDA INDUSTRIAS BERGER SA COUROS E CALCADOS";;"1.514.837,08"
"11.707.309/0001-32";"MASSA FALIDA OASIS EMPRESA FOTOGRAFICA LTDA";"OASIS FOTOS";"1.510.668,53"
"41.826.215/0001-43";"MASSA FALIDA DE F & F UNIFORMES LTDA";"FIDUCIA CONFECCOES";"1.504.303,70"
"20.142.246/0001-05";"MASSA FALIDA DE BERALDINO BATISTA BRAGA CIA LTDA";"SUPERMERCADOS BBB";"1.503.033,71"
"19.740.075/0001-37";"MASSA FALIDA DE ARGOS PRODUTOS QUIMICOS LTDA";;"1.487.298,83"
"50.094.176/0002-09";"MASSA FALIDA DE FRIGORIFICO B MAIA S A";"B MAIA";"1.486.511,70"
"09.130.030/0001-97";"MASSA FALIDA SOCIC INDUSTRIAL SA";;"1.482.719,00"
"76.493.642/0001-31";"ARTPLASTIC INDUSTRIA DE PLASTICO LTDA MASSA FALIDA";"ARTPLASTIC";"1.477.140,42"
"25.421.371/0001-78";"EMPRESA GRAFICA LAVOURA E COMERCIO LTDA MASSA FALIDA";"LAVOURA E COMERCIO";"1.455.191,88"
"78.410.230/0001-16";"OESTPORTART DE MADEIRA DO OESTE LTDA  MASSA FALIDA";;"1.445.531,43"
"00.617.236/0003-33";"MASSA FALIDA DA CONCRETA SERVICOS DE VIGILANCIA LTDA";;"1.445.265,41"
"88.672.498/0001-80";"MASSA FALIDA DE CALCADOS SAMORE LTDA";;"1.442.000,79"
"09.022.235/0001-59";"MASSA FALIDA GOBBO ENGENHARIA E INCORPORACOES EIRELI";;"1.436.506,03"
"08.842.585/0003-60";"MASSA FALIDA PNEUS TEIXEIRA INDUSTRIA E COMERCIO LTDA";;"1.435.771,92"
"09.140.178/0001-02";"MASSA FALIDA DE VIA MOVEL COMERCIO DE MOVEIS LTDA";;"1.432.641,61"
"54.172.416/0001-16";"MAP  ADMINISTRADORA E PARTICIPACOES LTA  MASSA FALIDA";"GLASSPUMA";"1.430.754,23"
"37.646.411/0001-69";"MASSA FALIDA SECOS E MOLHADOS 5 AVENIDA LTDA";"SUPERMERCADO REIS";"1.428.058,54"
"04.539.113/0001-10";"IMAL  INDUSTRIA MECANICA AUTOMOTIVA LTDA  MASSA FALIDA";"ARAGON";"1.415.647,51"
"78.384.674/0006-39";"MASSA FALIDA DE EXPRESSO MARINGA TRANSPORTES LTDA";;"1.405.795,92"
"30.344.568/0001-90";"MASSA FALIDA SERVRIO EMPREENDIMENTOS MEDICOS";"SERV RIO EMPREENDIMENTOS MEDICOS";"1.397.769,91"
"28.132.447/0001-33";"MASSA FALIDA DE LARICA COMERCIO SERVICO IMPORTACAO E EXPORTACAO LTDA";;"1.393.891,43"
"01.413.368/0001-44";"MASSA FALIDA DE LABORATORIO SANTA INES LTDA";"LABORATORIO SANTA INES";"1.390.056,32"
"92.806.173/0001-10";"TREVO AUTO PECAS LTDA  MASSA FALIDA";"TREVO AUTO PECAS";"1.375.752,83"
"33.642.737/0001-67";"MASSA FALIDA CONSTRUTORA MARAJA S.A";;"1.374.413,00"
"01.597.168/0038-80";"TINTO HOLDING LTDA MASSA FALIDA";;"1.370.654,23"
"78.036.373/0001-00";"ANDRE E CAZARIM LTDA  MASSA FALIDA";;"1.363.340,79"
"08.962.975/0001-02";"JRM COMERCIO DE DERIVADOS DE PETROLEO LTDA  MASSA FALIDA";"POSTO GASCOM I";"1.362.784,60"
"04.416.874/0001-85";"ENVIPCO PLASTICS LTDA. MASSA FALIDA";;"1.362.273,29"
"33.677.634/0001-32";"MASSA FALIDA AGROLITE SA CIMENTO E AMIANTO";"3 LIQUIDANTE JUDICIAL";"1.362.272,44"
"91.669.234/0007-77";"MASSA FALIDA DE HASS SA INDUSTRIA E COMERCIO";;"1.361.006,71"
"25.329.277/0001-93";"MASSA FALIDA DE MINERACAO CAOLINITA LTDA";;"1.358.517,10"
"92.750.959/0002-43";"COSTI SA IND COM AGRIC E PECUARIA  MASSA FALIDA";"FRIGORIFICO COSTI";"1.352.228,67"
"49.438.179/0001-52";"MASSA FALIDA DE TRANSPORTADORA CEDEMAR LTDA";;"1.350.359,99"
"17.647.231/0001-94";"MASSA FALIDA DE ENGEMAX ENGENHARIA EMPREENDIMENTOS E CONSTRUCOES LTDA";"ENGEMAX";"1.348.576,80"
"62.299.235/0001-83";"MASSA FALIDA POWER INDUSTRIA MECANICA LTDA";;"1.339.693,85"
"98.038.771/0098-03";"TRANSPORTADORA TRESMAIENSE LTDA  MASSA FALIDA";"TRESMAIENSE";"1.337.195,92"
"98.038.771/0070-02";"TRANSPORTADORA TRESMAIENSE LTDA  MASSA FALIDA";;"1.334.160,32"
"59.372.664/0005-58";"MASSA FALIDA DA NTL TEXTIL LTDA";"NTL";"1.327.325,98"
"11.323.675/0001-98";"MASSA FALIDA DE EMP MONTAGEM E INSTALACAO DE MOVEIS LTDA";;"1.326.412,53"
"09.093.360/0001-50";"MASSA FALIDA SOCIC COMERCIAL SA";"SOCIC";"1.325.734,82"
"53.480.182/0001-01";"MASSA FALIDA DISCONICO INDUSTRIA E COMERCIO LTDA";"DISCONICO";"1.325.058,17"
"02.085.330/0003-14";"MASSA FALIDA EDIMAC COMERCIO E PARTICIPACOES LTDA";"EDIMAC FILIAL 2";"1.322.171,08"
"00.949.610/0005-60";"MASSA FALIDA  SUPERMERCADO MODELO LTDA";"SUPERMERCADO MODELO";"1.320.093,80"
"05.335.065/0001-01";"MASSA FALIDA DE EXPOTUNA IMPORTACAO E EXPORTACAO LTDA";;"1.319.211,16"
"04.735.595/0001-84";"MASSA FALIDA DE STRUTBARS POLITHANE INDUSTRIA E COMERCIO LTDA";;"1.313.942,46"
"41.742.412/0001-84";"MASSA FALIDA DE PRECISAO DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS EIRELI";;"1.311.058,82"
"16.773.954/0001-77";"MASSA FALIDA DE ADIMOVEIS LOCADORA LIMITADA";;"1.309.616,05"
"20.607.107/0001-00";"MASSA FALIDA DA COSIVA SIDERURGICA LTDA";"COSIVA";"1.309.538,71"
"23.373.954/0001-45";"MASSA FALIDA DE CIC ENGENHARIA E MONTAGENS ELETROMECANICAS LTDA";;"1.301.554,35"
"07.140.376/0001-40";"MASSA FALIDA DE MOBZ MEDIA SA";;"1.291.088,34"
"20.607.107/0002-90";"MASSA FALIDA DA COSIVA SIDERURGICA LTDA";;"1.289.998,75"
"93.477.032/0001-63";"ARW EMPREITEIRA DE OBRAS LTDA MASSA FALIDA";"ASHTON ENGENHARIA";"1.285.067,40"
"14.206.384/0001-08";"MASSA FALIDA DE LUIS FERNANDO RUIZ GOBBE";;"1.284.768,44"
"00.949.610/0014-50";"MASSA FALIDA  SUPERMERCADO MODELO LTDA";"SUPERMERCADO MODELO DISTRITO";"1.282.448,28"
"19.889.955/0003-31";"MASSA FALIDA DE RABELO INDUSTRIA E COMERCIO LTDA";;"1.276.393,44"
